Label,EmailText,EmailText_uk
ham,Yes just finished watching days of our lives. I love it.,"Так, щойно закінчив дивитися ""Дні нашого життя"". Мені сподобалося."
ham,Juz go google n search 4 qet...,Юз go google n search 4 qet...
ham,Many times we lose our best ones bcoz we are ,"Багато разів ми втрачаємо наших найкращих, тому що ми такі."
ham,"Good FRIENDS CaRE for each Other.. CLoSE Friends UNDERSTaND each Other... and TRUE Friends STaY forever beyond words, beyond time. Gud ni8","ДРУЗІ Дбають один про одного... Близькі друзі РОЗУМІЮТЬ один одного... а справжні друзі залишаються назавжди поза словами, поза часом. Гуд ні8"
ham,Just getting back home,Повертаюся додому.
ham,"Sorry, I'll call later  &lt;#&gt; mins","Вибачте, я зателефоную пізніше &lt;#&gt; хв"
ham,Dun need to use dial up juz open da browser n surf...,Вам не потрібно користуватися комутованим доступом або відкривати браузер та серфінгом.
spam,As one of our registered subscribers u can enter the draw 4 a 100 G.B. gift voucher by replying with ENTER. To unsubscribe text STOP,"Як один з наших зареєстрованих підписників, ви можете взяти участь у розіграші подарункових сертифікатів на 100 G.B., відповівши ENTER. Щоб відписатися від розсилки, напишіть STOP"
ham,"Awesome, plan to get here any time after like  &lt;#&gt; , I'll text you details in a wee bit","Чудово, плануйте приїхати сюди в будь-який час після того, як &lt;#&gt;, я напишу вам деталі трохи згодом"
ham,Take care and sleep well.you need to learn to change in life.you only need to get CONVINCED on that.i will wait but no more conversations between us.GET CONVINCED by that time.Your family is over for you in many senses.respect them but not overemphasise.or u have no role in my life.,"Бережи себе і добре висипайся. тобі потрібно навчитися змінюватися в житті. тобі потрібно лише переконатися в цьому. я буду чекати, але більше ніяких розмов між нами. переконайся до того часу. твоя сім'я закінчилася для тебе в багатьох сенсах. поважай їх, але не переоцінюй. або ти не граєш ніякої ролі в моєму житті."
spam,"For your chance to WIN a FREE Bluetooth Headset then simply reply back with \ADP\""""","Щоб отримати шанс ВИГРАТИ БЕЗКОШТОВНУ Bluetooth-гарнітуру, просто надішліть відповідь з \ADP\"""""""
ham,You also didnt get na hi hi hi hi hi,А ще ти не отримав на-хі-хі-хі-хі-хі-хі-хі-хі-хі-хі-хі-хі-хі-хі-хі-хі-хі-хі-хі
ham,Ya but it cant display internal subs so i gotta extract them,"Так, але він не відображає внутрішні сабвуфери, тож мені доведеться їх витягти"
ham,If i said anything wrong sorry de:-),"Якщо я сказав щось не так, вибачте:-)"
ham,Sad story of a Man - Last week was my b'day. My Wife did'nt wish me. My Parents forgot n so did my Kids . I went to work. Even my Colleagues did not wish.,"Сумна історія одного чоловіка - Минулого тижня у мене був день народження. Моя дружина не привітала мене. Батьки забули, діти теж. Я пішов на роботу. Навіть мої колеги не привітали."
ham,How stupid to say that i challenge god.You dont think at all on what i write instead you respond immed.,"Як нерозумно говорити, що я кидаю виклик Богові. Ви зовсім не думаєте над тим, що я пишу, а реагуєте негайно."
ham,"Yeah I should be able to, I'll text you when I'm ready to meet up","Так, я зможу, я напишу тобі, коли буду готовий зустрітися."
ham,V skint too but fancied few bevies.waz gona go meet &othrs in spoon but jst bin watchng planet earth&sofa is v comfey; If i dont make it hav gd night,"Я теж був на мілині, але хотів трохи випити. Я збирався зустрітися з іншими в ложці, але просто дивився на планету Земля, і на дивані було дуже комфортно; Якщо я не встигну, то матиму гарну ніч."
ham," says that he's quitting at least5times a day so i wudn't take much notice of that. Nah, she didn't mind. Are you gonna see him again? Do you want to come to taunton tonight? U can tell me all about !"," каже, що він кидає щонайменше 5 разів на день, тож я б не звертав на це уваги. Ні, вона не заперечувала. Ти з ним ще побачишся? Хочеш приїхати в Тонтон сьогодні ввечері? Розкажеш мені все!"
ham,"When you get free, call me","Коли звільнишся, зателефонуй мені"
ham,How have your little darlings been so far this week? Need a coffee run tomo?Can't believe it's that time of week already Ã¢ÂÂ°ÃÂ_,"Як ваші маленькі улюбленці поживають цього тижня? Хочеш збігати за кавою? Не можу повірити, що вже така пора тижня."
ham,Ok i msg u b4 i leave my house.,Ok i msg u b4 Я виходжу з дому.
ham,Still at west coast... Haiz... ÃÂÃÂ'll take forever to come back...,"Все ще на західному узбережжі... Хейз... Я не повернуся, поки не повернуся."
ham,MMM ... Fuck .... Merry Christmas to me,МММ... Блядь .... Щасливого Різдва мені.
ham,alright. Thanks for the advice. Enjoy your night out. I'ma try to get some sleep...,Гаразд. Дякую за пораду. Приємного вечора. Я спробую трохи поспати...
ham,Update your face book status frequently :),Частіше оновлюйте свій статус у Facebook :)
ham,Just now saw your message.it k da:),Щойно побачив ваше повідомлення.)
ham,Was it something u ate?,Ти щось з'їв?
ham,So what did the bank say about the money?,То що банк сказав про гроші?
ham,Aiyar dun disturb u liao... Thk u have lots 2 do aft ur cupboard come...,"Айяр, не турбуй Ляо... Думаю, у тебе багато справ після того, як ти прийдеш..."
ham,Hey they r not watching movie tonight so i'll prob b home early...,"Гей, вони сьогодні не дивляться кіно, тож я, мабуть, прийду додому раніше..."
ham,Yar lor... How u noe? U used dat route too?,Ярлоре... Як ся маєш? Ви теж цим маршрутом їхали?
ham,2mro i am not coming to gym machan. Goodnight.,2МРО я не прийду в спортзал Мачан. Добраніч.
ham,Dont think you need yellow card for uk travel. Ask someone that has gone before. If you do its just  &lt;#&gt; bucks,"Не думайте, що вам потрібна жовта карта для подорожей до Великобританії. Запитайте когось, хто їздив раніше. Якщо ви це зробите, це буде просто &lt;#&gt; баксів"
ham,Can u look 4 me in da lib i got stuff havent finish yet.,"Можеш зазирнути до мене в бібліотеку, я ще не закінчив деякі речі."
ham,Sounds great! Im going to sleep now. Have a good night!,Звучить чудово! Я йду спати. На добраніч!
spam,Don't b floppy... b snappy & happy! Only gay chat service with photo upload call 08718730666 (10p/min). 2 stop our texts call 08712460324,Не будь недбалим... будь швидким і щасливим! Тільки гей-чат з можливістю завантаження фотографій - телефонуй 08718730666 (10р/хв). 2 Зупинити наші повідомлення зателефонуйте 08712460324
ham,"House-Maid is the murderer, coz the man was murdered on  &lt;#&gt; th January.. As public holiday all govt.instituitions are closed,including post office..understand?","Покоївка - це вбивця, тому що чоловік був убитий першого січня... У державне свято всі державні установи зачинені, в тому числі і пошта.. зрозуміло?"
ham,How come u got nothing to do?,Чому ти не маєш чим зайнятися?
ham,Nothing will ever be easy. But don't be looking for a reason not to take a risk on life and love,"Ніщо ніколи не буде легким. Але не шукайте причин, щоб не ризикувати життям і коханням"
ham,i want to grasp your pretty booty :),я хочу схопити твою гарненьку попку :)
ham,I've got it down to a tea. not sure which flavour,"Я вже навіть до чаю дійшов. Не знаю, з яким смаком."
ham,I'm going 2 orchard now laready me reaching soon. U reaching?,Я йду в сад. Скоро буду там. Дійдеш?
ham,Dear i am not denying your words please,"Шановний, я не заперечую ваших слів, будь ласка"
ham,You know my old Dom I told you about yesterday ? His name is Roger? He got in touch with me last night and wants me to meet him today at 2 pm,"Пам'ятаєш мого старого Дома, про якого я тобі вчора розповідала? Його звати Роджер? Він зв'язався зі мною вчора ввечері і хоче, щоб я зустрілася з ним сьогодні о 14:00."
ham,COME BACK TO TAMPA FFFFUUUUUUU,ПОВЕРТАЙСЯ В ТАМПУ ФФФФФФФФФФФФФФФФФФФФФФФФФФФФФФФФФФФФФФФФФФФФФФФФФФФФФФФФФФФФФФФФФФФФФФФФФФФ
ham,"2 celebrate my bÃÂ¥ÃÂday, y else?","Відсвяткувати мій день народження, що ще?"
ham,Merry christmas to u too annie!,"Щасливого Різдва і тобі, Енні!"
ham,Please tell me you have some of that special stock you were talking about,"Будь ласка, скажіть, що у вас є спеціальні акції, про які ви говорили"
ham,I sent them. Do you like?,Я їх відправила. Тобі подобається?
spam,"Urgent UR awarded a complimentary trip to EuroDisinc Trav, Aco&Entry41 Or ÃÂ¥ÃÂ£1000. To claim txt DIS to 87121 18+6*ÃÂ¥ÃÂ£1.50(moreFrmMob. ShrAcomOrSglSuplt)10, LS1 3AJ","Urgent UR присуджує безкоштовну поїздку до EuroDisinc Trav, Aco&Entry41 або 1000 фунтів стерлінгів. Щоб отримати txt DIS на 87121 18+6* £1.50(moreFrmMob. ShrAcomOrSglSupplt)10, LS1 3AJ"
ham,"Awesome, be there in a minute","Чудово, буду за хвилину"
ham,"And that is the problem. You walk around in \julianaland\"" oblivious to what is going on around you. I say the same things constantly and they go in one ear and out the other while you go off doing whatever you want to do. It's not that you don't know why I'm upset--it's that you don't listen when i tell you WHAT is going to upset me. Then you want to be surprised when I'm mad.""","І в цьому проблема. Ви ходите в ""юліанській країні"", не помічаючи, що відбувається навколо вас. Я постійно кажу одні й ті ж речі, і вони влітають в одне вухо і вилітають з іншого, в той час як ти робиш те, що хочеш робити. Справа не в тому, що ти не знаєш, чому я засмучений, а в тому, що ти не слухаєш, коли я кажу тобі, ЩО мене засмучує. А потім ти хочеш здивуватися, коли я розлютився""."
ham,I've told you everything will stop. Just dont let her get dehydrated.,"Я ж казав, що все припиниться. Просто не дай їй зневоднитися."
ham,Or I guess  &lt;#&gt;  min,"Або я думаю, що &lt;#&gt; хв"
ham,I'm home. Ard wat time will u reach?,Я вдома. О котрій ти прийдеш?
ham,"Storming msg: Wen u lift d phne, u say \HELLO\"" Do u knw wt is d real meaning of HELLO?? . . . It's d name of a girl..! . . . Yes.. And u knw who is dat girl?? \""Margaret Hello\"" She is d girlfrnd f Grahmbell who invnted telphone... . . . . Moral:One can 4get d name of a person","Storming msg: Коли ти піднімаєш руку, ти кажеш \""Привіт\"" Ти знаєш, що насправді означає ""привіт""? Це ім'я дівчини... . . . Так. А ти знаєш, хто ця дівчина? \Марґарет Алло. Це донька Ґрембелла, який винайшов телефон... . . . . Мораль: Можна дізнатися ім'я людини."
ham,"If you want to mapquest it or something look up \usf dogwood drive\""","Якщо ви хочете знайти його на карті або щось подібне, шукайте \usf dogwood drive\"""
ham,Aight should I just plan to come up later tonight?,"Може, мені просто запланувати приїзд на вечір?"
ham,Die... I accidentally deleted e msg i suppose 2 put in e sim archive. Haiz... I so sad...,"Померти... Я випадково видалив e msg я припускаю, що 2 поклав в e sim архів. Боже... Мені так сумно."
spam,"Welcome to UK-mobile-date this msg is FREE giving you free calling to 08719839835. Future mgs billed at 150p daily. To cancel send \go stop\"" to 89123""","Ласкаво просимо до UK-mobile-date, це повідомлення БЕЗКОШТОВНЕ і дає вам можливість безкоштовно зателефонувати на 08719839835. Наступні мгс оплачуються по 150 пенсів щодня. Щоб скасувати, надішліть \go stop\"" на 89123"""
ham,This is wishing you a great day. Moji told me about your offer and as always i was speechless. You offer so easily to go to great lengths on my behalf and its stunning. My exam is next friday. After that i will keep in touch more. Sorry.,"Я бажаю вам гарного дня. Модзі розповів мені про вашу пропозицію, і, як завжди, я втратив дар мови. Ви з такою легкістю пропонуєте піти на все заради мене, і це приголомшливо. Мій іспит наступної п'ятниці. Після цього я буду підтримувати з вами зв'язок. Вибачте."
ham,"Thanks again for your reply today. When is ur visa coming in. And r u still buying the gucci and bags. My sister things are not easy, uncle john also has his own bills so i really need to think about how to make my own money. Later sha.","Ще раз дякую за вашу сьогоднішню відповідь. Коли буде твоя віза? І ти все ще купуєш речі від Гуччі та сумки. У моєї сестри не все так просто, дядько Джон також має свої рахунки, тому мені дійсно потрібно подумати про те, як заробляти власні гроші. Бувай, Ша."
ham,"Sorry I flaked last night, shit's seriously goin down with my roommate, what you up to tonight?","Вибач, що я вчора втік, у мене з сусідом по кімнаті серйозні проблеми, чим займатимешся сьогодні ввечері?"
ham,He said i look pretty wif long hair wat. But i thk he's cutting quite short 4 me leh.,"Він сказав, що я гарно виглядаю з довгим волоссям. Але я думаю, що він підстригся надто коротко для мене."
ham,Ranjith cal drpd Deeraj and deepak 5min hold,Ранджит кал д-р Дірідж і Діпак затрималися на 5 хвилин
ham,"\CHEERS FOR CALLIN BABE.SOZI CULDNT TALKBUT I WANNATELL U DETAILS LATER WENWECAN CHAT PROPERLY X\""""","\ДЯКУЮ, ЩО ПОДЗВОНИЛИ, КРИХІТКО, АЛЕ Я НЕ МОЖУ РОЗМОВЛЯТИ, АЛЕ Я ХОЧУ ПОВІДОМИТИ ВАМ ДЕТАЛІ ПІЗНІШЕ, ЩОБ МИ МОГЛИ НОРМАЛЬНО СПІЛКУВАТИСЯ. X\"""""""
ham,Hey u still at the gym?,Ти ще в спортзалі?
ham,"She said,'' do u mind if I go into the bedroom for a minute ? '' ''OK'', I sed in a sexy mood. She came out 5 minuts latr wid a cake...n My Wife,","Вона сказала: ""Ти не проти, якщо я зайду в спальню на хвилинку?"". ""Гаразд"", - сказав я в сексуальному настрої. Вона вийшла через 5 хвилин з тортом... моя дружина,"
ham,Much better now thanks lol,"Тепер набагато краще, дякую, лол"
ham,"Nothing, smsing u n xy lor. Sorry lor da guys neva c u in person but they sort of know u lor. So u wan 2 meet them xy ask me 2 bring u along 4 our next meeting.","Нічого, надішлю смс на твій номер. Вибач, але хлопці не бачили тебе особисто, але вони тебе знають. Якщо хочеш з ними познайомитися, попроси мене взяти тебе з собою на наступну зустріч."
ham,"Lemme know when I can swing by and pick up, I'm free basically any time after 1 all this semester","Дайте знати, коли я зможу заїхати і забрати, я вільний практично в будь-який час після 1 години весь цей семестр"
ham,Wa... U so efficient... Gee... Thanx...,Ва... Ти такий ефективний... Боже... Дякую...
spam,3. You have received your mobile content. Enjoy,3. Ви отримали свій мобільний контент. Насолоджуйтесь
ham,S but not able to sleep.,"S, але не можу заснути."
spam,Want explicit SEX in 30 secs? Ring 02073162414 now! Costs 20p/min,Хочеш відвертий секс за 30 секунд? Телефонуй 02073162414 прямо зараз! Вартість 20р/хв
ham,We will meet soon princess! Ttyl!,"Ми скоро зустрінемося, принцесо! Ттиль!"
ham,I'll pick you up at about 5.15pm to go to taunton if you still want to come.,"Я заберу вас приблизно о 17:15, щоб поїхати в Тонтон, якщо ви все ще хочете поїхати."
ham,Oh :-)only 4 outside players allowed to play know,"О :-) тільки 4 сторонні гравці, яким дозволено грати, знають"
ham,I anything lor.,Я нічого не знаю.
ham,Erutupalam thandiyachu,Ерутупалам тандіячу
ham,"Y cant u try new invention to fly..i'm not joking.,","Ви не можете спробувати новий винахід, щоб літати... Я не жартую..,"
ham,No..its ful of song lyrics..,"Ні, тут повно пісенних текстів..."
ham,"What do u reckon as need 2 arrange transport if u can't do it, thanks","Як ви вважаєте, як потрібно організувати транспорт, якщо ви не можете цього зробити, дякую"
ham,True lov n care wil nevr go unrecognized. though somone often makes mistakes when valuing it. but they will definitly undrstnd once when they start missing it.,"Справжня любов і турбота ніколи не залишиться непоміченою. хоча люди часто помиляються, оцінюючи її, але одного разу вони обов'язково зрозуміють, коли почнуть відчувати її брак."
ham,Shopping? Eh ger i toking abt syd leh...Haha,"За покупками? Ех, я думав про сина Леха... Ха-ха."
ham,What not under standing.,"Те, що не стоїть."
ham,have * good weekend.,гарних вихідних.
ham,Miss call miss call khelate kintu opponenter miss call dhorte lage. Thats d rule. One with great phone receiving quality wins.,"Пропущений виклик, пропущений виклик, пропущений виклик, пропущений виклик, пропущений виклик, пропущений виклик, пропущений виклик, пропущений виклик, пропущений виклик. Це правило. Перемагає той, у кого найкраща якість зв'язку."
ham,Call me when you get the chance plz &lt;3,"Зателефонуйте мені, коли матимете можливість, будь ласка &lt;3"
ham,The new deus ex game comin early next yr,Нова гра Deus Ex вийде на початку наступного року
ham,My computer just fried the only essential part we don't keep spares of because my fucking idiot roommates looovvve leaving the thing running on full  &lt;#&gt; /7,"У моєму комп'ютері щойно згоріла єдина важлива деталь, на яку ми не тримаємо запасних, бо мої довбані ідіоти-сусіди люблять залишати його працювати на повну потужність."
ham,"My friend, she's studying at warwick, we've planned to go shopping and to concert tmw, but it may be canceled, havn't seen  for ages, yeah we should get together sometime!","Моя подруга, вона вчиться у Ворвіку, ми планували піти на шопінг і на концерт у вівторок, але його можуть скасувати, не бачилися цілу вічність, так, нам треба якось зустрітися!"
ham,Probably a couple hours tops,"Можливо, пару годин максимум"
ham,"LOL .. *grins* .. I'm not babe, but thanks for thinking of me!","LOL.. *Я не малятко, але дякую, що подумали про мене!"
ham,Man this bus is so so so slow. I think you're gonna get there before me,"Боже, цей автобус такий повільний. Думаю, ти приїдеш раніше за мене."
ham,Hope this text meets you smiling. If not then let this text give you a reason to smile. Have a beautiful day.,"Сподіваюся, цей текст викликає у вас посмішку. Якщо ні, то нехай цей текст дасть вам привід посміхнутися. Гарного вам дня."
ham,"In case you wake up wondering where I am, I forgot I have to take care of something for grandma today, should be done before the parade","На випадок, якщо ти прокинешся і подумаєш, що я забув, що маю сьогодні дещо зробити для бабусі, і це треба зробити до параду."
ham,Ok,Гаразд.
spam,"Latest Nokia Mobile or iPOD MP3 Player +ÃÂ¥ÃÂ£400 proze GUARANTEED! Reply with: WIN to 83355 now! Norcorp Ltd.ÃÂ¥ÃÂ£1,50/Mtmsgrcvd18+","Останній мобільний телефон Nokia або MP3-плеєр iPod + 400 фунтів стерлінгів ГАРАНТОВАНО! Відповісти з: Виграйте до 83355 зараз! Norcorp Ltd.£ 1,50/Mtmsgrcvd18+"
spam,"SMS SERVICES. for your inclusive text credits, pls goto www.comuk.net login= 3qxj9 unsubscribe with STOP, no extra charge. help 08702840625.COMUK. 220-CM2 9AE","SMS-послуги. для ваших інклюзивних текстових кредитів, будь ласка, перейдіть за посиланням www.comuk.net login= 3qxj9 відпишіться за допомогою STOP, без додаткової плати. довідка 08702840625.COMUK. 220-CM2 9AE"
ham,Nvm take ur time.,Не поспішайте.
ham,So wat's da decision?,То яке рішення?
ham,Wot is u up 2 then bitch?,"Чого тобі треба, суко?"
ham,Stupid.its not possible,Дурниці. Це неможливо.
ham,She told to hr that he want posting in chennai:)because i'm working here:),"Вона сказала HR, що він хоче працювати в Ченнаї :), тому що я працюю тут :)"
spam,Mobile Club: Choose any of the top quality items for your mobile. 7cfca1a,Мобільний клуб: Обирайте будь-які товари найвищої якості для свого мобільного. 7cfca1a
ham,When are you guys leaving?,Коли ви їдете?
ham,He neva grumble but i sad lor... Hee... Buy tmr lor aft lunch. But we still meetin 4 lunch tmr a not. Neva hear fr them lei. ÃÂÃÂ got a lot of work ar?,"Він не бурчав, але я сумував... Хі... Купиш йому після обіду. Але ми все одно зустрічаємося в обід. Нева не чує від них лей. У тебе багато роботи?"
ham,Not able to do anything.,Не в змозі нічого зробити.
ham,ÃÂÃÂ takin linear algebra today?,Вивчаєш сьогодні лінійну алгебру?
ham,This weekend is fine (an excuse not to do too much decorating),Ці вихідні підійдуть (привід не робити занадто багато прикрас)
ham,"Sorry I missed you babe. I was up late and slept in. I hope you enjoy your driving lesson, boytoy. I miss you too ... *teasing kiss*","Вибач, я скучив за тобою, крихітко. Я засидівся допізна і проспав. Сподіваюся, тобі сподобався урок водіння, хлопчику. Я теж за тобою сумую... *дражливий поцілунок*"
ham,Now project pa. After that only i can come.,"А тепер проект ""Па"". Після цього тільки я зможу прийти."
spam,Money i have won wining number 946 wot do i do next,"Гроші, які я виграв за номером 946, що мені робити далі"
ham,"Sure, whenever you show the fuck up &gt;:(","Звісно, щоразу, коли ви показуєте себе з поганого боку:("
ham,That was random saw my old roomate on campus. He graduated,Я випадково побачив свого колишнього сусіда по кімнаті в кампусі. Він закінчив
spam,"Congrats! 2 mobile 3G Videophones R yours. call 09061744553 now! videochat wid ur mates, play java games, Dload polyH music, noline rentl. bx420. ip4. 5we. 150pm","Вітаємо! 2 мобільних 3G відеофони R твої. телефонуй 09061744553 зараз! відеочат з друзями, грай в java ігри, завантажуй музику polyH, нолайн прокат. bx420. ip4. 5we. 150pm"
ham,"Men always needs a beautiful, intelligent, caring, loving, adjustable, cooperative wife. But the law allows only one wife....","Чоловікам завжди потрібна красива, розумна, турботлива, любляча, пристосована, готова до співпраці дружина. Але закон дозволяє мати лише одну дружину...."
ham,That sucks. So what do you got planned for your yo valentine? I am your yo valentine aren't I?,"Це відстій. То що ти плануєш на День Святого Валентина? Я ж твоя валентинка, хіба ні?"
ham,"Just got part Nottingham - 3 hrs 63miles. Good thing i love my man so much, but only doing 40mph. Hey ho","Щойно проїхав частину Ноттінгема - 3 години 63 милі. Добре, що я так сильно кохаю свого чоловіка, але їду лише 40 миль на годину. Агов!"
ham,What to think no one saying clearly. Ok leave no need to ask her. I will go if she come or not,"Що тут думати, ніхто чітко не сказав. Гаразд, не треба її питати. Я піду, прийде вона чи ні."
ham,Hi good mornin.. Thanku wish u d same..,"Доброго ранку. Дякую, бажаю вам того ж."
ham,DO U WANT 2 MEET UP 2MORRO,ХОЧЕШ ЗУСТРІТИСЯ З МОРРО?
ham,Actually I decided I was too hungry so I haven't left yet :V,"Насправді я вирішив, що занадто голодний, тому ще не пішов :V"
ham,I've sent ÃÂ_ my part..,Я відправив свою частину.
ham,Cos i was out shopping wif darren jus now n i called him 2 ask wat present he wan lor. Then he started guessing who i was wif n he finally guessed darren lor.,"Тому що я саме ходила з Дарреном по магазинах і зателефонувала йому, щоб запитати, який подарунок він хоче. Потім він почав вгадувати, за кого я заміжня, і нарешті вгадав, що за Даррена Лора."
spam,"I want some cock! My hubby's away, I need a real man 2 satisfy me. Txt WIFE to 89938 for no strings action. (Txt STOP 2 end, txt rec ÃÂ¥ÃÂ£1.50ea. OTBox 731 LA1 7WS. )","Мені потрібен член! Мій чоловік поїхав, мені потрібен справжній чоловік, який мене задовольнить. Txt WIFE на 89938 для безстрокової дії. (Txt STOP 2 кінець, txt rec £1.50ea. OTBox 731 LA1 7WS)."
ham,Understand. his loss is my gain :) so do you work? School?,"Зрозумій, його втрата - це мій виграш :) То ти працюєш? Вчишся?"
ham,HOW ARE U? I HAVE MISSED U! I HAVENT BEEN UP 2 MUCH A BIT BORED WITH THE HOLIDAY WANT 2 GO BAK 2 COLLEGE! SAD ISNT IT?xx,"ЯК ТИ? Я СКУЧИВ ЗА ТОБОЮ! Я НЕ ВСТАВАЛА, БО ТРОХИ ЗАНУДЬГУВАЛА НА КАНІКУЛАХ, ХОЧУ ПІТИ ДО КОЛЕДЖУ! Сумно, чи не так?"
ham,"Hiya, probably coming home * weekend after next","Привіт, можливо, повернуся додому * на наступних вихідних"
ham,Don't forget though that I love you .... And I walk beside you. Watching over you and keeping your heart warm.,"Не забувай, що я люблю тебе .... І я йду поруч з тобою. Наглядаю за тобою і зігріваю твоє серце."
ham,I wish things were different. I wonder when i will be able to show you how much i value you. Pls continue the brisk walks no drugs without askin me please and find things to laugh about. I love you dearly.,"Я хотів би, щоб все було інакше. Цікаво, коли я зможу показати тобі, як сильно я тебе ціную. Будь ласка, продовжуйте бадьорі прогулянки без наркотиків, не питаючи мене про це, і знаходьте, над чим посміятися. Я дуже тебе люблю."
ham,Ok both our days. So what are you making for dinner tonite? Am I invited?,"Гаразд, обидва наші дні. Що ти готуєш сьогодні на вечерю? Я запрошена?"
spam,Gr8 new service - live sex video chat on your mob - see the sexiest dirtiest girls live on ur phone - 4 details text horny to 89070 to cancel send STOP to 89070,"Gr8 нова послуга - живий секс-відеочат на вашому мобільному телефоні - дивіться найсексуальніших і найбрудніших дівчат у прямому ефірі на вашому телефоні - 4 деталі текст horny на 89070, щоб скасувати, надішліть STOP на 89070."
ham,I have no money 4 steve mate! !,У мене немає грошей на Стівена! !
ham,IM LATE TELLMISS IM ON MY WAY,"Я ЗАПІЗНИВСЯ, ВІДПУСТИ МЕНЕ, Я ВЖЕ ЙДУ."
ham,Never blame a day in ur life. Good days give u happiness. Bad days give u experience. Both are essential in life! All are Gods blessings! good morning.:,"Ніколи не звинувачуй жодного дня у своєму житті. Хороші дні приносять щастя. Погані дні дають досвід. І те, і інше важливо в житті! Все це Боже благословення! Доброго ранку.:"
ham,Normally i use to drink more water daily:),Зазвичай я п'ю більше води щодня:)
ham,Dare i ask... Any luck with sorting out the car?,Можу я запитати... Є успіхи з машиною?
ham,"Party's at my place at usf, no charge (but if you can contribute in any way it is greatly appreciated) and yeah, we got room for one more","Вечірка у мене вдома в USF, безкоштовна (але якщо ви можете зробити свій внесок, я буду дуже вдячний), і так, у нас є місце ще для одного."
ham,"Urgh, coach hot, smells of chip fat! Thanks again, especially for the duvet (not a predictive text word).","Тренер гарячий, пахне жиром від чіпсів! Ще раз дякую, особливо за ковдру (не передбачуване слово з тексту)."
ham,Hiya. How was last night? I've been naughty and bought myself clothes and very little ... Ready for more shopping tho! What kind of time do you wanna meet?,Привіт. Як минула ніч? Я була неслухняною і купила собі одяг і дуже мало ... Готова до нового шопінгу! О котрій годині хочеш зустрітися?
spam,FreeMsg Hi baby wow just got a new cam moby. Wanna C a hot pic? or Fancy a chat?Im w8in 4uTxt / rply CHAT to 82242 Hlp 08712317606 Msg150p 2rcv,"FreeMsg Привіт, дитинко, я щойно придбав новий мобільний телефон. Хочеш гарячу фотку або хочеш поспілкуватися? Напиши w8in 4uTxt / rply CHAT на 82242 Допоможіть 08712317606 Msg150p 2rcv"
ham,I've been trying to reach him without success,Я безуспішно намагався зв'язатися з ним.
ham,when you and derek done with class?,коли ви з Дереком закінчите заняття?
ham,Never y lei... I v lazy... Got wat? Dat day ÃÂ_ send me da url cant work one...,"Ніколи не лей... Я лінивий... Зрозумів? Пришліть мені адресу, я не можу працювати..."
ham,Never try alone to take the weight of a tear that comes out of ur heart and falls through ur eyes... Always remember a STUPID FRIEND is here to share... BSLVYL,"Ніколи не намагайся наодинці витримати вагу сльози, яка виривається з твого серця і падає крізь твої очі... Завжди пам'ятай, що Дурний Друг тут, щоб поділитися... БСЛВИЛ"
ham,Hey mate. Spoke to the mag people. WeÃ¢ÂÂ°ÃÂÃÂ·re on.  the is deliver by the end of the month. Deliver on the 24th sept. Talk later. ,"Привіт, друже. Говорив з людьми з магазину. Ми в процесі. Доставимо до кінця місяця. Доставити 24-го вересня. Поговоримо пізніше."
ham,Hope you are having a good week. Just checking in,"Сподіваюся, у вас гарний тиждень. Просто перевіряю."
ham,"Haha, my friend tyler literally just asked if you could get him a dubsack","Ха-ха, мій друг Тайлер буквально щойно запитав, чи не могли б ви дістати йому дабл-рюкзак"
ham,"\Hey! do u fancy meetin me at 4 at cha ÃÂ¥ÃÂ hav a lil beverage on me. if not txt or ring me and we can meet up l8r. quite tired got in at 3 v.pist ;) love Pete x x x\""""","\Привіт! не хочеш зустрітися зі мною о 4 годині, випити за мій рахунок. якщо ні, то напиши або подзвони мені, і ми можемо зустрітися о 8 годині. я дуже втомився, прийшов о 3 годині на гірськолижну трасу;) з любов'ю, Піт х х х х\"""""
ham,Great. Have a safe trip. Dont panic surrender all.,"Чудово. Щасливої дороги. Не панікуйте, здавайтеся."
ham,"\SYMPTOMS\"" when U are in love: \""1.U like listening songs 2.U get stopped where u see the name of your beloved 3.U won't get angry when your""","\Симптоми, коли ти закоханий: \""1. Ти любиш слухати пісні 2. Ти зупиняєшся, коли бачиш ім'я коханої людини 3. Ти не злишся, коли твоя"""
ham,Sun ah... Thk mayb can if dun have anythin on... Thk have to book e lesson... E pilates is at orchard mrt u noe hor...  ,"Сун... Думаю, може, якщо у тебе нічого немає... Треба записатися на урок... Пілатес в ""Орчард"" на наступний день...  "
ham,Try to do something dear. You read something for exams,Спробуй зробити щось близьке. Почитай щось до іспитів.
ham,"7 wonders in My WORLD 7th You 6th Ur style 5th Ur smile 4th Ur Personality 3rd Ur Nature 2nd Ur SMS and 1st \Ur Lovely Friendship\""... good morning dear""","7 чудес у моєму СВІТІ 7-й Ти 6-й Наш стиль 5-й Наша посмішка 4-й Наша особистість 3-й Наша природа 2-й Наш SMS і 1-й Наша мила дружба ""... доброго ранку, дорогенька"""
ham,Gettin rdy to ship comp,Готуємо комп'ютер до відправки
ham,I am in hospital da. . I will return home in evening,Я зараз у лікарні. Я повернуся додому ввечері.
